"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"115"	"Q06481"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Nucleus {ECO:0000305}."	NA	"TOPO_DOM 32..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 717..763; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..716; /note=Helical; /evidence=ECO:0000255"
"121"	"P05067"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10383380, ECO:0000269|PubMed:20580937, ECO:0000269|PubMed:2649245, ECO:0000305|PubMed:25122912}; Single-pass type I membrane protein {ECO:0000269|PubMed:30630874, ECO:0000305|PubMed:10383380, ECO:0000305|PubMed:25122912}. Membrane {ECO:0000269|PubMed:2900137, ECO:0000305|PubMed:22584060}; Single-pass type I membrane protein {ECO:0000269|PubMed:2900137, ECO:0000269|PubMed:30630874, ECO:0000305|PubMed:22584060}. Perikaryon {ECO:0000269|PubMed:10341243}. Cell projection, growth cone {ECO:0000269|PubMed:10341243}. Membrane, clathrin-coated pit {ECO:0000269|PubMed:20580937}. Early endosome {ECO:0000269|PubMed:20580937}. Cytoplasmic vesicle {ECO:0000269|PubMed:20580937, ECO:0000269|PubMed:25122912}. Note=Cell surface protein that rapidly becomes internalized via clathrin-coated pits. Only a minor proportion is present at the cell membrane; most of the protein is present in intracellular vesicles (PubMed:20580937). During maturation, the immature APP (N-glycosylated in the endoplasmic reticulum) moves to the Golgi complex where complete maturation occurs (O-glycosylated and sulfated). After alpha-secretase cleavage, soluble APP is released into the extracellular space and the C-terminal is internalized to endosomes and lysosomes. Some APP accumulates in secretory transport vesicles leaving the late Golgi compartment and returns to the cell surface. APP sorts to the basolateral surface in epithelial cells. During neuronal differentiation, the Thr-743 phosphorylated form is located mainly in growth cones, moderately in neurites and sparingly in the cell body (PubMed:10341243). Casein kinase phosphorylation can occur either at the cell surface or within a post-Golgi compartment. Associates with GPC1 in perinuclear compartments. Colocalizes with SORL1 in a vesicular pattern in cytoplasm and perinuclear regions. {ECO:0000269|PubMed:10341243, ECO:0000269|PubMed:20580937}.; SUBCELLULAR LOCATION: [C83]: Endoplasmic reticulum {ECO:0000269|PubMed:14527950}. Golgi apparatus {ECO:0000269|PubMed:14527950}. Early endosome {ECO:0000269|PubMed:14527950}.; SUBCELLULAR LOCATION: [C99]: Early endosome {ECO:0000269|PubMed:14527950}.; SUBCELLULAR LOCATION: [Soluble APP-beta]: Secreted {ECO:0000269|PubMed:10656250, ECO:0000269|PubMed:2649245}.; SUBCELLULAR LOCATION: [Amyloid-beta protein 40]: Cell surface {ECO:0000269|PubMed:16154999}.; SUBCELLULAR LOCATION: [Amyloid-beta protein 42]: Cell surface {ECO:0000269|PubMed:11689470, ECO:0000269|PubMed:16154999}. Note=Associates with FPR2 at the cell surface and the complex is then rapidly internalized. {ECO:0000269|PubMed:11689470}.; SUBCELLULAR LOCATION: [Gamma-secretase C-terminal fragment 59]: Nucleus {ECO:0000269|PubMed:11544248}. Cytoplasm {ECO:0000269|PubMed:11544248}. Note=Located to both the cytoplasm and nuclei of neurons. It can be translocated to the nucleus through association with APBB1 (Fe65) (PubMed:11544248). In dopaminergic neurons, the phosphorylated Thr-743 form is localized to the nucleus (By similarity). {ECO:0000250|UniProtKB:P12023, ECO:0000269|PubMed:11544248}."	NA	"TOPO_DOM 18..701; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 723..770; /note=Cytoplasmic; /evidence=ECO:0000305"	"TRANSMEM 702..722; /note=Helical; /evidence=ECO:0000305|PubMed:22584060, ECO:0000305|PubMed:22654059, ECO:0000305|PubMed:30630874"
"179"	"P30530"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28076778, ECO:0000269|PubMed:29379210, ECO:0000269|PubMed:7896447}; Single-pass type I membrane protein {ECO:0000269|PubMed:7896447}."	NA	"TOPO_DOM 26..451; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 473..894; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 452..472; /note=Helical; /evidence=ECO:0000255"
"193"	"Q13145"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 21..152; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 174..260; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 153..173; /note=Helical; /evidence=ECO:0000255"
"222"	"P35613"	"SUBCELLULAR LOCATION: Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:17081065}.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:25957687}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P26453}. Photoreceptor inner segment {ECO:0000250|UniProtKB:P18572}. Cell projection, cilium, photoreceptor outer segment {ECO:0000250|UniProtKB:P18572}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000269|PubMed:11992541, ECO:0000269|PubMed:15688292, ECO:0000269|PubMed:15946952, ECO:0000269|PubMed:17127621, ECO:0000269|PubMed:21536654, ECO:0000269|PubMed:25825981, ECO:0000269|PubMed:26195724, ECO:0000269|PubMed:28409866, ECO:0000269|PubMed:29739904}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P26453}. Endosome {ECO:0000269|PubMed:29739904}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:15688292}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P26453}. Basolateral cell membrane {ECO:0000269|PubMed:17267690}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P26453}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000269|PubMed:21536654}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P26453}.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000269|PubMed:21536654}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P26453}."	NA	"TOPO_DOM 138..323; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P26453; TOPO_DOM 345..385; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P26453"	"TRANSMEM 324..344; /note=Helical; /evidence=ECO:0000255"
"228"	"O00481"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21113407, ECO:0000269|PubMed:21918970, ECO:0000269|PubMed:22767497}; Single-pass type I membrane protein {ECO:0000269|PubMed:21113407, ECO:0000269|PubMed:21918970, ECO:0000269|PubMed:22767497}."	NA	"TOPO_DOM 30..254; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 272..513; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 255..271; /note=Helical; /evidence=ECO:0000255"
"229"	"Q6UXG8"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 35..256; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 278..535; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 257..277; /note=Helical; /evidence=ECO:0000255"
"234"	"Q96F05"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24312644}; Single-pass type I membrane protein {ECO:0000269|PubMed:24312644}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:24312644}; Single-pass type I membrane protein {ECO:0000269|PubMed:24312644}. Note=Cycles to the plasma membrane via endosomes in a pH sensitive manner. Associated with Rab6-positive vesicles."	NA	"TOPO_DOM 21..400; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 422..449; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 401..421; /note=Helical; /evidence=ECO:0000255"
"244"	"Q9BSJ5"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..552; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 574..609; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 553..573; /note=Helical; /evidence=ECO:0000255"
"273"	"Q9NY47"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=Colocalizes with CACNA1A in lipid raft fractions. {ECO:0000250}."	NA	"TOPO_DOM 19..1113; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1135..1150; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1114..1134; /note=Helical; /evidence=ECO:0000255"
"293"	"Q9H7T0"	"SUBCELLULAR LOCATION: Cell projection, cilium, flagellum membrane {ECO:0000250|UniProtKB:A2RTF1}; Single-pass membrane protein {ECO:0000250|UniProtKB:A2RTF1}. Note=Predominantly located in the principal piece of the sperm tail. {ECO:0000250|UniProtKB:A2RTF1}."	NA	"TOPO_DOM 1..1053; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:A2RTF1; TOPO_DOM 1077..1116; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:A2RTF1"	"TRANSMEM 1054..1076; /note=Helical; /evidence=ECO:0000250|UniProtKB:A2RTF1"
"321"	"P29016"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10899914, ECO:0000269|PubMed:10981968, ECO:0000269|PubMed:14716313}; Single-pass type I membrane protein {ECO:0000255}. Endosome membrane {ECO:0000269|PubMed:10899914, ECO:0000269|PubMed:14716313}; Single-pass type I membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000269|PubMed:10899914, ECO:0000269|PubMed:10981968, ECO:0000269|PubMed:14716313}; Single-pass type I membrane protein {ECO:0000255}. Note=Subject to intracellular trafficking between the cell membrane, endosomes and lysosomes. {ECO:0000269|PubMed:10899914, ECO:0000269|PubMed:10981968, ECO:0000269|PubMed:14716313}."	NA	"TOPO_DOM 18..303; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 325..333; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 304..324; /note=Helical; /evidence=ECO:0000255"
"322"	"P29017"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10890914, ECO:0000269|PubMed:10899914}; Single-pass type I membrane protein {ECO:0000255}. Endosome membrane {ECO:0000269|PubMed:10890914, ECO:0000269|PubMed:3097645}; Single-pass type I membrane protein. Lysosome {ECO:0000269|PubMed:10890914}. Note=Subject to intracellular trafficking between the cell membrane and endosomes. {ECO:0000269|PubMed:10890914, ECO:0000269|PubMed:3097645}."	NA	"TOPO_DOM 18..302; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 324..333; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 303..323; /note=Helical; /evidence=ECO:0000255"
"324"	"Q5ZPR3"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 29..466; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 488..534; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 467..487; /note=Helical; /evidence=ECO:0000255"
"325"	"Q9UGN4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 18..180; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 202..299; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 181..201; /note=Helical; /evidence=ECO:0000255"
"326"	"Q08708"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 21..183; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 205..224; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 184..204; /note=Helical; /evidence=ECO:0000255"
"330"	"P34810"	"SUBCELLULAR LOCATION: [Isoform Short]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform Long]: Endosome membrane; Single-pass type I membrane protein. Lysosome membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 22..319; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 345..354; /note=Cytoplasmic; /evidence=ECO:0000255|PROSITE-ProRule:PRU00740"	"TRANSMEM 320..344; /note=Helical; /evidence=ECO:0000255|PROSITE-ProRule:PRU00740"
"332"	"Q01151"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 20..144; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 167..205; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 145..166; /note=Helical; /evidence=ECO:0000255"
"333"	"Q9UIB8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11389028, ECO:0000269|PubMed:12962726}; Single-pass type I membrane protein {ECO:0000269|PubMed:11389028, ECO:0000269|PubMed:12962726}."	NA	"TOPO_DOM 22..225; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 247..345; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 226..246; /note=Helical; /evidence=ECO:0000255"
"334"	"Q9NPY3"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 24..580; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 602..652; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 581..601; /note=Helical; /evidence=ECO:0000255"
"336"	"P55289"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 55..609; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 638..794; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 610..637; /note=Helical; /evidence=ECO:0000255"
"337"	"Q86UP0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 45..641; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 663..819; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 642..662; /note=Helical; /evidence=ECO:0000255"
"394"	"Q9H4D0"	"SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:Q9ER65}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9ER65}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9ER65}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q9ER65}. Note=Most prominent in the postsynaptic specializations of asymmetric (type I) synapses with both axodendritic and axospinous localization. {ECO:0000250|UniProtKB:Q9ER65}."	NA	"TOPO_DOM 21..831; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 853..955; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 832..852; /note=Helical; /evidence=ECO:0000255"
"398"	"Q9HBJ8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22628310}; Single-pass type I membrane protein {ECO:0000255}. Note=Localizes to the brush border membranes of cells in the proximal tubules of kidney (By similarity). Colocalizes with SLC6A19 in the early proximal S1 tubule (By similarity). {ECO:0000250|UniProtKB:Q9ESG4}."	NA	"TOPO_DOM 15..141; /note=Extracellular; /evidence=ECO:0000305|PubMed:22628310; TOPO_DOM 163..222; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:22628310"	"TRANSMEM 142..162; /note=Helical; /evidence=ECO:0000255|PROSITE-ProRule:PRU01354"
"413"	"Q8WYK1"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 25..1237; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1259..1306; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1238..1258; /note=Helical; /evidence=ECO:0000255"
"447"	"P82279"	"SUBCELLULAR LOCATION: [Isoform 1]: Apical cell membrane {ECO:0000250|UniProtKB:Q8VHS2}; Single-pass type I membrane protein {ECO:0000255}. Secreted {ECO:0000305}. Cell projection, cilium, photoreceptor outer segment {ECO:0000250|UniProtKB:Q8VHS2}. Photoreceptor inner segment {ECO:0000250|UniProtKB:Q8VHS2}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted."	NA	"TOPO_DOM 26..1347; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1369..1406; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1348..1368; /note=Helical; /evidence=ECO:0000255"
"459"	"P07333"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 20..517; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 539..972; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 518..538; /note=Helical; /evidence=ECO:0000255"
"462"	"Q96PZ7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 27..3487; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 3509..3564; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 3488..3508; /note=Helical; /evidence=ECO:0000255"
"483"	"Q9H2A7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Secreted. Note=Also exists as a soluble form."	NA	"TOPO_DOM 30..205; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 227..254; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 206..226; /note=Helical; /evidence=ECO:0000255"
"506"	"Q14118"	"SUBCELLULAR LOCATION: [Alpha-dystroglycan]: Secreted, extracellular space.; SUBCELLULAR LOCATION: [Beta-dystroglycan]: Cell membrane {ECO:0000269|PubMed:18764929}; Single-pass type I membrane protein. Cytoplasm, cytoskeleton. Nucleus, nucleoplasm {ECO:0000269|PubMed:18764929}. Cell membrane, sarcolemma {ECO:0000250}. Postsynaptic cell membrane {ECO:0000250}. Note=The monomeric form translocates to the nucleus via the action of importins and depends on RAN. Nuclear transport is inhibited by Tyr-892 phosphorylation. In skeletal muscle, this phosphorylated form locates to a vesicular internal membrane compartment. In muscle cells, sarcolemma localization requires the presence of ANK2, while localization to costameres requires the presence of ANK3. Localizes to neuromuscular junctions (NMJs) in the presence of ANK2 (By similarity). In peripheral nerves, localizes to the Schwann cell membrane. Colocalizes with ERM proteins in Schwann-cell microvilli. {ECO:0000250}."	NA	"TOPO_DOM 654..749; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 776..895; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 750..775; /note=Helical; /evidence=ECO:0000255"
"552"	"Q6UY11"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 27..306; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 328..383; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 307..327; /note=Helical; /evidence=ECO:0000255"
"584"	"Q19T08"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cytoplasm."	NA	"TOPO_DOM 25..124; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 146..205; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 125..145; /note=Helical; /evidence=ECO:0000255"
"601"	"Q5R3F8"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	"TOPO_DOM 23..397; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 419..820; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 398..418; /note=Helical; /evidence=ECO:0000255"
