"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"585"	"Q92838"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O54693}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:O54693}.; SUBCELLULAR LOCATION: [Ectodysplasin-A, secreted form]: Secreted {ECO:0000269|PubMed:11309369, ECO:0000269|PubMed:34582123}."	NA	"TOPO_DOM 1..41; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 63..391; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 42..62; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"734"	"Q6ZNI0"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..8; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 26..430; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 9..25; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"744"	"P19440"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23682772, ECO:0000269|PubMed:8095045}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P07314}."	NA	"TOPO_DOM 1..4; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P07314; TOPO_DOM 27..569; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P07314"	"TRANSMEM 5..26; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000250|UniProtKB:P07314"
"746"	"Q9UJ14"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P19440}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P07314}."	NA	"TOPO_DOM 1..106; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P07314; TOPO_DOM 128..662; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P07314"	"TRANSMEM 107..127; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"755"	"Q6ZMI3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q80WL1, ECO:0000269|PubMed:27616481}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q80WL1}. Cell projection, axon {ECO:0000250|UniProtKB:Q80WL1}. Note=Detected at the nodes of Ranvier. Detected at immature heminodes. {ECO:0000250|UniProtKB:Q80WL1}.; SUBCELLULAR LOCATION: [Gliomedin shedded ectodomain]: Secreted {ECO:0000250|UniProtKB:Q80WL1}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q80WL1}. Note=Proteolytic processing gives rise to a soluble extracellular domain that is secreted. The gliomedin shedded ectodomain localizes to the nodes of Ranvier. {ECO:0000250|UniProtKB:Q80WL1}."	NA	"TOPO_DOM 1..17; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 40..551; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 18..39; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"980"	"Q07444"	"SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein."	NA	"TOPO_DOM 1..70; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 94..240; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 71..93; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"981"	"Q96E93"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19604491}; Single-pass type II membrane protein {ECO:0000269|PubMed:19604491}."	NA	"TOPO_DOM 1..38; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 60..195; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 39..59; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1070"	"Q9UEW3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9468508}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..43; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:Q60754; TOPO_DOM 65..520; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:Q60754"	"TRANSMEM 44..64; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1149"	"A0A1B0GTQ4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q2Q5T5}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q2Q5T5}."	NA	"TOPO_DOM 1..4; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:Q2Q5T5; TOPO_DOM 26..84; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:Q2Q5T5"	"TRANSMEM 5..25; /note=Helical; /evidence=ECO:0000255"
"1151"	"Q9NZM1"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein. Nucleus membrane; Single-pass type II membrane protein. Cytoplasmic vesicle membrane; Single-pass type II membrane protein. Note=Concentrated at the membrane sites of both myoblast-myoblast and myoblast-myotube fusions. Detected at the plasmalemma in endothelial cells lining intact blood vessels (By similarity). Found at nuclear and plasma membranes. Enriched in undifferentiated myoblasts near the plasma membrane in puncate structures. {ECO:0000250}."	NA	"TOPO_DOM 1..2025; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 2047..2061; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 2026..2046; /note=Helical; /evidence=ECO:0000255"
"1229"	"P78380"	"SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor. Cell membrane; Single-pass type II membrane protein. Membrane raft. Secreted. Note=A secreted form also exists. Localization to membrane rafts requires palmitoylation."	NA	"TOPO_DOM 1..36; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 58..273; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 37..57; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1372"	"Q9NRY7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000269|PubMed:24648509}."	NA	"TOPO_DOM 1..276; /note=Cytoplasmic; /evidence=ECO:0000250; TOPO_DOM 294..297; /note=Extracellular; /evidence=ECO:0000250"	"TRANSMEM 277..293; /note=Helical; /evidence=ECO:0000255"
"1399"	"Q6ZSY5"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..768; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 790..799; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 769..789; /note=Helical; /evidence=ECO:0000255"
"1794"	"Q9Y5Y6"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..55; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 77..855; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 56..76; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1814"	"Q16623"	"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:O35526}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:O35526}. Synapse, synaptosome {ECO:0000250|UniProtKB:O35526}. Cell membrane {ECO:0000250|UniProtKB:P32851}. Note=Colocalizes with KCNB1 at the cell membrane. {ECO:0000250|UniProtKB:P32851}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 1..265; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 287..288; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 266..286; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1817"	"Q13277"	"SUBCELLULAR LOCATION: [Isoform A]: Apical cell membrane {ECO:0000269|PubMed:24726755}; Single-pass type IV membrane protein {ECO:0000305}. Note=Localized to the inner and outer plexiform layers, the cell body and the inner segments of photoreceptors. {ECO:0000250|UniProtKB:Q64704}.; SUBCELLULAR LOCATION: [Isoform 3]: Nucleus {ECO:0000269|PubMed:29475951}."	NA	"TOPO_DOM 1..263; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 285..289; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 264..284; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1828"	"Q9H7V2"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein. Early endosome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Postsynaptic density membrane {ECO:0000250}. Synapse {ECO:0000250}. Cell projection, dendrite {ECO:0000250}. Cell projection, dendritic spine {ECO:0000250}. Note=Shuttles between the cell surface and early endosome membrane. {ECO:0000250}."	"INTRAMEM 229..249; /note=Helical; /evidence=ECO:0000255"	"TOPO_DOM 1..181; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 203..228; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 250..258; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 182..202; /note=Helical; /evidence=ECO:0000255"
"1955"	"O43508"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12411489}; Single-pass type II membrane protein {ECO:0000269|PubMed:12411489}.; SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 12, secreted form]: Secreted.; SUBCELLULAR LOCATION: [Isoform TWE-PRIL]: Cell membrane; Single-pass membrane protein."	NA	"TOPO_DOM 1..21; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 43..249; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 22..42; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1956"	"Q9Y275"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein.; SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 13b, soluble form]: Secreted."	NA	"TOPO_DOM 1..46; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 68..285; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 47..67; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1957"	"O43557"	"SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 14, membrane form]: Cell membrane; Single-pass type II membrane protein.; SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 14, soluble form]: Secreted.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm."	NA	"TOPO_DOM 1..37; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 59..240; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 38..58; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1958"	"P23510"	"SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein."	NA	"TOPO_DOM 1..23; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 51..183; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 24..50; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1979"	"Q9Y228"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:30573680}. Golgi apparatus membrane {ECO:0000269|PubMed:26195727}; Single-pass type IV membrane protein {ECO:0000305}. Lysosome membrane {ECO:0000250|UniProtKB:Q8C0G2}. Mitochondrion outer membrane {ECO:0000269|PubMed:31390091}. Note=Accumulates on the mitochondria after virus infection. {ECO:0000269|PubMed:31390091}."	NA	"TOPO_DOM 1..526; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 545..551; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 527..544; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"2079"	"Q96AJ9"	"SUBCELLULAR LOCATION: Cytoplasmic vesicle {ECO:0000269|PubMed:19138172}. Golgi apparatus membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..192; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 214..217; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 193..213; /note=Helical; /evidence=ECO:0000255"
