"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"1031"	"P07307"	"SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein."	NA	"TOPO_DOM 1..58; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 80..311; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 59..79; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1094"	"P28907"	"SUBCELLULAR LOCATION: Cell surface {ECO:0000269|PubMed:2319135}. Membrane {ECO:0000269|PubMed:8253715}; Single-pass type II membrane protein."	NA	"TOPO_DOM 1..21; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 43..300; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 22..42; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1130"	"Q8N1N0"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..39; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 61..589; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 40..60; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1131"	"Q9NY25"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21566123}; Single-pass type II membrane protein {ECO:0000269|PubMed:21566123}."	NA	"TOPO_DOM 1..4; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 28..188; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 5..27; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1132"	"Q8IZS7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12421943}; Single-pass type II membrane protein {ECO:0000269|PubMed:12421943}."	NA	"TOPO_DOM 1..67; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 89..167; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 68..88; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1142"	"Q9UMD9"	"SUBCELLULAR LOCATION: Cell junction, hemidesmosome. Membrane; Single-pass type II membrane protein. Note=Localized along the plasma membrane of the hemidesmosome.; SUBCELLULAR LOCATION: [120 kDa linear IgA disease antigen]: Secreted, extracellular space, extracellular matrix, basement membrane. Note=Exclusively localized to anchoring filaments. Localized to the epidermal side of split skin.; SUBCELLULAR LOCATION: [97 kDa linear IgA disease antigen]: Secreted, extracellular space, extracellular matrix, basement membrane. Note=Localized in the lamina lucida beneath the hemidesmosomes."	NA	"TOPO_DOM 1..467; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 489..1497; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 468..488; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1146"	"Q5KU26"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:11162630}; Single-pass type II membrane protein {ECO:0000269|PubMed:11162630}. Note=Forms clusters on the cell surface."	NA	"TOPO_DOM 1..37; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 59..742; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 38..58; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1149"	"Q9Y5Q5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19751717, ECO:0000269|PubMed:21288900, ECO:0000269|PubMed:21518754}; Single-pass type II membrane protein {ECO:0000269|PubMed:19751717, ECO:0000269|PubMed:21288900, ECO:0000269|PubMed:21518754}. Note=May easily detached from the endothelial cell membrane.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane; Single-pass type II membrane protein. Note=Less efficiently targeted to the cell membrane compared to isoform 1.; SUBCELLULAR LOCATION: [Atrial natriuretic peptide-converting enzyme, 180 kDa soluble fragment]: Secreted. Note=Soluble form produced following cleavage by ADAM10.; SUBCELLULAR LOCATION: [Atrial natriuretic peptide-converting enzyme, 160 kDa soluble fragment]: Secreted. Note=Soluble form produced following autocatalytic cleavage.; SUBCELLULAR LOCATION: [Atrial natriuretic peptide-converting enzyme, 100 kDa soluble fragment]: Secreted. Note=Soluble form produced following autocatalytic cleavage."	NA	"TOPO_DOM 1..45; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 67..1042; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 46..66; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1206"	"O75923"	"SUBCELLULAR LOCATION: Cell membrane, sarcolemma; Single-pass type II membrane protein. Cytoplasmic vesicle membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Cell membrane. Note=Colocalizes, during muscle differentiation, with BIN1 in the T-tubule system of myotubules and at the site of contact between two myotubes or a myoblast and a myotube. Wounding of myotubes led to its focal enrichment to the site of injury and to its relocalization in a Ca(2+)-dependent manner toward the plasma membrane. Colocalizes with AHNAK, AHNAK2 and PARVB at the sarcolemma of skeletal muscle. Detected on the apical plasma membrane of the syncytiotrophoblast. Reaches the plasmma membrane through a caveolin-independent mechanism. Retained by caveolin at the plasmma membrane (By similarity). Colocalizes, during muscle differentiation, with CACNA1S in the T-tubule system of myotubules (By similarity). Accumulates and colocalizes with fusion vesicles at the sarcolemma disruption sites (By similarity). {ECO:0000250}."	NA	"TOPO_DOM 1..2046; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 2068..2080; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 2047..2067; /note=Helical; /evidence=ECO:0000255"
"1294"	"Q6ZMI3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q80WL1, ECO:0000269|PubMed:27616481}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q80WL1}. Cell projection, axon {ECO:0000250|UniProtKB:Q80WL1}. Note=Detected at the nodes of Ranvier. Detected at immature heminodes. {ECO:0000250|UniProtKB:Q80WL1}.; SUBCELLULAR LOCATION: [Gliomedin shedded ectodomain]: Secreted {ECO:0000250|UniProtKB:Q80WL1}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q80WL1}. Note=Proteolytic processing gives rise to a soluble extracellular domain that is secreted. The gliomedin shedded ectodomain localizes to the nodes of Ranvier. {ECO:0000250|UniProtKB:Q80WL1}."	NA	"TOPO_DOM 1..17; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 40..551; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 18..39; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1397"	"P26715"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12165520, ECO:0000269|PubMed:20952657}; Single-pass type II membrane protein {ECO:0000255}."	NA	"TOPO_DOM 1..70; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 94..233; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 71..93; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1398"	"Q9NZS2"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..38; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 60..231; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 39..59; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1399"	"P26718"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10426994, ECO:0000269|PubMed:11015446, ECO:0000269|PubMed:15294961}; Single-pass type II membrane protein {ECO:0000269|PubMed:10426994, ECO:0000269|PubMed:11015446, ECO:0000269|PubMed:15294961}. Note=Colocalized with HCST on the cell surface."	NA	"TOPO_DOM 1..51; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 73..216; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 52..72; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1440"	"Q8IX19"	"SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein."	NA	"TOPO_DOM 1..85; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 107..187; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 86..106; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1473"	"Q9NZM1"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein. Nucleus membrane; Single-pass type II membrane protein. Cytoplasmic vesicle membrane; Single-pass type II membrane protein. Note=Concentrated at the membrane sites of both myoblast-myoblast and myoblast-myotube fusions. Detected at the plasmalemma in endothelial cells lining intact blood vessels (By similarity). Found at nuclear and plasma membranes. Enriched in undifferentiated myoblasts near the plasma membrane in puncate structures. {ECO:0000250}."	NA	"TOPO_DOM 1..2025; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 2047..2061; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 2026..2046; /note=Helical; /evidence=ECO:0000255"
"1500"	"O95502"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..2; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 24..500; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 3..23; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1512"	"P78380"	"SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor. Cell membrane; Single-pass type II membrane protein. Membrane raft. Secreted. Note=A secreted form also exists. Localization to membrane rafts requires palmitoylation."	NA	"TOPO_DOM 1..36; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 58..273; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 37..57; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1590"	"Q9BX97"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9WV78}; Single-pass type II membrane protein {ECO:0000255}. Membrane, caveola {ECO:0000250|UniProtKB:Q9WV78}; Single-pass type II membrane protein {ECO:0000255}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q9WV78}. Note=Membrane-associated protein of caveolae. Found in fenestral and stomatal diaphragms in fenestrated endothelia and transendothelial channels. Also colocalized with CAV1 in perinuclear region. {ECO:0000250|UniProtKB:Q9WV78}."	NA	"TOPO_DOM 1..27; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 49..442; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 28..48; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1610"	"Q7Z6L0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22101681, ECO:0000269|PubMed:25915028, ECO:0000269|PubMed:27172900}; Single-pass membrane protein {ECO:0000250|UniProtKB:E9PUL5}. Presynaptic cell membrane {ECO:0000250|UniProtKB:E9PUL5}; Single-pass membrane protein {ECO:0000250|UniProtKB:E9PUL5}. Synapse {ECO:0000250|UniProtKB:E9PUL5}. Cell projection, axon {ECO:0000269|PubMed:22832103}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:D3ZFB6}. Postsynaptic density membrane {ECO:0000250|UniProtKB:D3ZFB6}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:D3ZFB6}."	"INTRAMEM 269..289; /note=Helical; /evidence=ECO:0000250|UniProtKB:E9PUL5, ECO:0000255"	"TOPO_DOM 1..268; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:E9PUL5, ECO:0000255; TOPO_DOM 290..317; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:E9PUL5, ECO:0000255; TOPO_DOM 339..340; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:E9PUL5, ECO:0000255"	"TRANSMEM 318..338; /note=Helical; /evidence=ECO:0000250|UniProtKB:E9PUL5, ECO:0000255"
"1792"	"Q9BYE2"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..165; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 187..586; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 166..186; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1793"	"O15393"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20382709, ECO:0000269|PubMed:21068237}; Single-pass type II membrane protein {ECO:0000269|PubMed:20382709, ECO:0000269|PubMed:21068237}.; SUBCELLULAR LOCATION: [Transmembrane protease serine 2 catalytic chain]: Secreted {ECO:0000269|PubMed:20382709}. Note=Activated by cleavage and secreted. {ECO:0000269|PubMed:11245484, ECO:0000269|PubMed:20382709}."	NA	"TOPO_DOM 1..84; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 106..492; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 85..105; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1798"	"Q9Y275"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein.; SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 13b, soluble form]: Secreted."	NA	"TOPO_DOM 1..46; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 68..285; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 47..67; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1861"	"P51164"	"SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:P20648}; Single-pass type II membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:P18597}; Single-pass type II membrane protein {ECO:0000255}. Note=Localized in the apical canalicular membrane of parietal cells. {ECO:0000250|UniProtKB:P20648}."	NA	"TOPO_DOM 1..36; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 58..291; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 37..57; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1875"	"Q9BXU9"	"SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000305|PubMed:19338761}; Single-pass type IV membrane protein {ECO:0000305|PubMed:19338761}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:19338761}. Cell membrane {ECO:0000305|PubMed:19338761}; Single-pass type IV membrane protein {ECO:0000305|PubMed:19338761}."	NA	"TOPO_DOM 1..234; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 256..261; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 235..255; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"1885"	"P29965"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:8626375}; Single-pass type II membrane protein {ECO:0000303|PubMed:8626375}. Cell surface {ECO:0000269|PubMed:15067037, ECO:0000269|PubMed:7678552}.; SUBCELLULAR LOCATION: [CD40 ligand, soluble form]: Secreted {ECO:0000269|PubMed:8626375}. Note=Release of soluble CD40L from platelets is partially regulated by GP IIb/IIIa, actin polymerization, and a matrix metalloproteinases (MMP) inhibitor-sensitive pathway. {ECO:0000269|PubMed:15193700}."	NA	"TOPO_DOM 1..22; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 47..261; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 23..46; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1906"	"Q6UVW9"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18046548, ECO:0000269|PubMed:18550855}; Single-pass type II membrane protein {ECO:0000269|PubMed:18046548, ECO:0000269|PubMed:18550855}."	NA	"TOPO_DOM 1..27; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 49..174; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 28..48; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1944"	"Q8N539"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..33; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 55..461; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 34..54; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"2001"	"P23276"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein. Note=Spans the erythrocyte membrane, and is attached to the underlying cytoskeleton."	NA	"TOPO_DOM 1..47; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 68..732; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 48..67; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"2006"	"P26717"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20952657, ECO:0000269|PubMed:21825173}; Single-pass type II membrane protein {ECO:0000255}."	NA	"TOPO_DOM 1..70; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 94..231; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 71..93; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"2090"	"Q6ZS82"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..210; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 232..235; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 211..231; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"2143"	"P98073"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 2..18; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 48..1019; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 19..47; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
