"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"125"	"P14770"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 17..147; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 169..177; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 148..168; /note=Helical; /evidence=ECO:0000255"
"138"	"P02724"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11402026}; Single-pass type I membrane protein {ECO:0000269|PubMed:11402026}. Note=Appears to be colocalized with SLC4A1."	NA	"TOPO_DOM 20..91; /note=Extracellular; TOPO_DOM 115..150; /note=Cytoplasmic"	"TRANSMEM 92..114; /note=Helical"
"142"	"Q9Y6W8"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 21..140; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 162..199; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 141..161; /note=Helical; /evidence=ECO:0000255"
"147"	"Q99665"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 24..622; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 644..862; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 623..643; /note=Helical; /evidence=ECO:0000255"
"148"	"Q9HBE5"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 20..232; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 254..538; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255"
"168"	"Q8IWV1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12359715}; Single-pass type III membrane protein {ECO:0000269|PubMed:12359715}."	NA	"TOPO_DOM 1..37; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 59..398; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 38..58; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"169"	"Q6UWM7"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}."	NA	"TOPO_DOM 23..541; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 563..567; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 542..562; /note=Helical; /evidence=ECO:0000255"
"176"	"Q9ULH4"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein. Synapse. Postsynaptic cell membrane {ECO:0000250}."	NA	"TOPO_DOM 21..534; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 556..789; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 535..555; /note=Helical; /evidence=ECO:0000255"
"177"	"Q2I0M4"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cytoplasm, cytoskeleton. Note=Localizes to the cytoplasm when expressed at high levels. {ECO:0000269|PubMed:15164053}."	NA	"TOPO_DOM 27..261; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 283..334; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 262..282; /note=Helical; /evidence=ECO:0000255"
"186"	"Q96KG7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:27170117}; Single-pass type I membrane protein. Cell projection, phagocytic cup {ECO:0000269|PubMed:17205124}. Note=Enriched at the sites of contact with apoptotic thymocyte cells (PubMed:17205124). Forms an irregular, mosaic-like adhesion pattern in region of the cell surface that becomes firmely fixed to the substrate. Expressed at the cell surface in clusters around cell corpses during engulfment. During the engulfment of apoptotic thymocytes, recruited at the bottom of the forming phagocytic cup (PubMed:17498693). Colocalizes with ABCA1 in absence of any phagocytic challenge (PubMed:17205124). Does not localize within lamellipodia (PubMed:17498693). Does not localize with MEGF11 (PubMed:17498693). {ECO:0000269|PubMed:17205124, ECO:0000269|PubMed:17498693}."	NA	"TOPO_DOM 26..857; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 879..1140; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 858..878; /note=Helical; /evidence=ECO:0000255"
"190"	"O95866"	"SUBCELLULAR LOCATION: [Isoform E]: Endoplasmic reticulum {ECO:0000269|PubMed:11544253}. Golgi apparatus {ECO:0000269|PubMed:11544253}.; SUBCELLULAR LOCATION: [Isoform D]: Endoplasmic reticulum {ECO:0000269|PubMed:11544253}. Golgi apparatus {ECO:0000269|PubMed:11544253}.; SUBCELLULAR LOCATION: [Isoform B]: Cell membrane {ECO:0000269|PubMed:11544253}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform A]: Cell membrane {ECO:0000269|PubMed:11544253}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 18..142; /note=Extracellular; /evidence=ECO:0000255, ECO:0000303|PubMed:11544253; TOPO_DOM 164..241; /note=Cytoplasmic; /evidence=ECO:0000255, ECO:0000303|PubMed:11544253"	"TRANSMEM 143..163; /note=Helical; /evidence=ECO:0000255"
"191"	"P40238"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25538044}; Single-pass type I membrane protein. Golgi apparatus {ECO:0000269|PubMed:25538044}. Cell surface {ECO:0000269|PubMed:25538044}."	NA	"TOPO_DOM 26..491; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 514..635; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 492..513; /note=Helical; /evidence=ECO:0000255"
"212"	"Q9Y5I3"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 30..697; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 719..950; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 698..718; /note=Helical; /evidence=ECO:0000255"
"213"	"Q9Y5I1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..696; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 718..949; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 697..717; /note=Helical; /evidence=ECO:0000255"
"214"	"Q9UN75"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..697; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 719..941; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 698..718; /note=Helical; /evidence=ECO:0000255"
"215"	"Q9UN74"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O88689}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:O88689}. Note=Detected in dendrites and synapses. {ECO:0000250|UniProtKB:O88689}."	NA	"TOPO_DOM 30..697; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:O88689; TOPO_DOM 719..947; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:O88689"	"TRANSMEM 698..718; /note=Helical; /evidence=ECO:0000255"
"216"	"Q9Y5F2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 27..690; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 712..797; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 691..711; /note=Helical; /evidence=ECO:0000255"
"217"	"Q9Y5H4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"218"	"Q9Y5H2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..693; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 715..935; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 694..714; /note=Helical; /evidence=ECO:0000255"
"219"	"Q9Y5G3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..687; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 709..927; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 688..708; /note=Helical; /evidence=ECO:0000255"
"220"	"Q9Y5G1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..691; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 713..929; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 692..712; /note=Helical; /evidence=ECO:0000255"
"221"	"Q9Y5F7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..938; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"222"	"Q9Y5F6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..693; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 715..944; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 694..714; /note=Helical; /evidence=ECO:0000255"
"239"	"Q15256"	"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:25326458}.; SUBCELLULAR LOCATION: [Isoform Alpha]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform Delta]: Cytoplasm, perinuclear region. Note=Locates to the perinuclear areas within the cytoplasm.; SUBCELLULAR LOCATION: [Isoform Gamma]: Cytoplasm, perinuclear region. Note=Locates to the perinuclear areas within the cytoplasm."	NA	"TOPO_DOM 22..227; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 249..657; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 228..248; /note=Helical; /evidence=ECO:0000255"
"295"	"Q9BXR5"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 20..576; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 598..811; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 577..597; /note=Helical; /evidence=ECO:0000255"
"303"	"P28908"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:8391931, ECO:0000305|PubMed:8999898}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:8839832}."	NA	"TOPO_DOM 19..385; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 407..595; /note=Cytoplasmic; /evidence=ECO:0000305"	"TRANSMEM 386..406; /note=Helical; /evidence=ECO:0000255"
"304"	"Q07011"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 24..186; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 214..255; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 187..213; /note=Helical; /evidence=ECO:0000255"
"306"	"Q6PIZ9"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9687533}; Single-pass type III membrane protein {ECO:0000269|PubMed:9687533}."	NA	"TOPO_DOM 1..7; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 29..186; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 8..28; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"307"	"Q86YW5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15100151}; Single-pass type I membrane protein {ECO:0000269|PubMed:15100151}. Cytoplasm {ECO:0000269|PubMed:15100151}. Note=Sequestered in cytoplasmic vesicles in resting platelets (PubMed:15100151). Transported to the cell surface after stimulation by thrombin (PubMed:15100151). Soluble fragments can be released into the serum by proteolysis (PubMed:16505478)."	NA	"TOPO_DOM 16..162; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 184..311; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 163..183; /note=Helical; /evidence=ECO:0000255"
"315"	"Q6ZN44"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O08721}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:O08721}. Membrane raft {ECO:0000250|UniProtKB:O08721}. Cell projection, neuron projection {ECO:0000250|UniProtKB:O08721}. Note=The interaction with PRKCABP regulates its surface expression and leads to its removal from the surface of neurons and growth cones. {ECO:0000250|UniProtKB:O08721}."	NA	"TOPO_DOM 26..306; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 328..842; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 307..327; /note=Helical; /evidence=ECO:0000255"
