"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"262"	"O75923"	"SUBCELLULAR LOCATION: Cell membrane, sarcolemma; Single-pass type II membrane protein. Cytoplasmic vesicle membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Cell membrane. Note=Colocalizes, during muscle differentiation, with BIN1 in the T-tubule system of myotubules and at the site of contact between two myotubes or a myoblast and a myotube. Wounding of myotubes led to its focal enrichment to the site of injury and to its relocalization in a Ca(2+)-dependent manner toward the plasma membrane. Colocalizes with AHNAK, AHNAK2 and PARVB at the sarcolemma of skeletal muscle. Detected on the apical plasma membrane of the syncytiotrophoblast. Reaches the plasmma membrane through a caveolin-independent mechanism. Retained by caveolin at the plasmma membrane (By similarity). Colocalizes, during muscle differentiation, with CACNA1S in the T-tubule system of myotubules (By similarity). Accumulates and colocalizes with fusion vesicles at the sarcolemma disruption sites (By similarity). {ECO:0000250}."	NA	"TOPO_DOM 1..2046; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 2068..2080; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 2047..2067; /note=Helical; /evidence=ECO:0000255"
"350"	"Q6ZMI3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q80WL1, ECO:0000269|PubMed:27616481}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q80WL1}. Cell projection, axon {ECO:0000250|UniProtKB:Q80WL1}. Note=Detected at the nodes of Ranvier. Detected at immature heminodes. {ECO:0000250|UniProtKB:Q80WL1}.; SUBCELLULAR LOCATION: [Gliomedin shedded ectodomain]: Secreted {ECO:0000250|UniProtKB:Q80WL1}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q80WL1}. Note=Proteolytic processing gives rise to a soluble extracellular domain that is secreted. The gliomedin shedded ectodomain localizes to the nodes of Ranvier. {ECO:0000250|UniProtKB:Q80WL1}."	NA	"TOPO_DOM 1..17; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 40..551; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 18..39; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"453"	"P26715"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12165520, ECO:0000269|PubMed:20952657}; Single-pass type II membrane protein {ECO:0000255}."	NA	"TOPO_DOM 1..70; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 94..233; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 71..93; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"454"	"Q9NZS2"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..38; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 60..231; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 39..59; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"455"	"P26718"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10426994, ECO:0000269|PubMed:11015446, ECO:0000269|PubMed:15294961}; Single-pass type II membrane protein {ECO:0000269|PubMed:10426994, ECO:0000269|PubMed:11015446, ECO:0000269|PubMed:15294961}. Note=Colocalized with HCST on the cell surface."	NA	"TOPO_DOM 1..51; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 73..216; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 52..72; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"496"	"Q8IX19"	"SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein."	NA	"TOPO_DOM 1..85; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 107..187; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 86..106; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"529"	"Q9NZM1"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein. Nucleus membrane; Single-pass type II membrane protein. Cytoplasmic vesicle membrane; Single-pass type II membrane protein. Note=Concentrated at the membrane sites of both myoblast-myoblast and myoblast-myotube fusions. Detected at the plasmalemma in endothelial cells lining intact blood vessels (By similarity). Found at nuclear and plasma membranes. Enriched in undifferentiated myoblasts near the plasma membrane in puncate structures. {ECO:0000250}."	NA	"TOPO_DOM 1..2025; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 2047..2061; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 2026..2046; /note=Helical; /evidence=ECO:0000255"
"556"	"O95502"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..2; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 24..500; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 3..23; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"568"	"P78380"	"SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor. Cell membrane; Single-pass type II membrane protein. Membrane raft. Secreted. Note=A secreted form also exists. Localization to membrane rafts requires palmitoylation."	NA	"TOPO_DOM 1..36; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 58..273; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 37..57; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"646"	"Q9BX97"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9WV78}; Single-pass type II membrane protein {ECO:0000255}. Membrane, caveola {ECO:0000250|UniProtKB:Q9WV78}; Single-pass type II membrane protein {ECO:0000255}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q9WV78}. Note=Membrane-associated protein of caveolae. Found in fenestral and stomatal diaphragms in fenestrated endothelia and transendothelial channels. Also colocalized with CAV1 in perinuclear region. {ECO:0000250|UniProtKB:Q9WV78}."	NA	"TOPO_DOM 1..27; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 49..442; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 28..48; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"666"	"Q7Z6L0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22101681, ECO:0000269|PubMed:25915028, ECO:0000269|PubMed:27172900}; Single-pass membrane protein {ECO:0000250|UniProtKB:E9PUL5}. Presynaptic cell membrane {ECO:0000250|UniProtKB:E9PUL5}; Single-pass membrane protein {ECO:0000250|UniProtKB:E9PUL5}. Synapse {ECO:0000250|UniProtKB:E9PUL5}. Cell projection, axon {ECO:0000269|PubMed:22832103}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:D3ZFB6}. Postsynaptic density membrane {ECO:0000250|UniProtKB:D3ZFB6}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:D3ZFB6}."	"INTRAMEM 269..289; /note=Helical; /evidence=ECO:0000250|UniProtKB:E9PUL5, ECO:0000255"	"TOPO_DOM 1..268; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:E9PUL5, ECO:0000255; TOPO_DOM 290..317; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:E9PUL5, ECO:0000255; TOPO_DOM 339..340; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:E9PUL5, ECO:0000255"	"TRANSMEM 318..338; /note=Helical; /evidence=ECO:0000250|UniProtKB:E9PUL5, ECO:0000255"
"848"	"Q9BYE2"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..165; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 187..586; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 166..186; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"849"	"O15393"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20382709, ECO:0000269|PubMed:21068237}; Single-pass type II membrane protein {ECO:0000269|PubMed:20382709, ECO:0000269|PubMed:21068237}.; SUBCELLULAR LOCATION: [Transmembrane protease serine 2 catalytic chain]: Secreted {ECO:0000269|PubMed:20382709}. Note=Activated by cleavage and secreted. {ECO:0000269|PubMed:11245484, ECO:0000269|PubMed:20382709}."	NA	"TOPO_DOM 1..84; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 106..492; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 85..105; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"854"	"Q9Y275"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein.; SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 13b, soluble form]: Secreted."	NA	"TOPO_DOM 1..46; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 68..285; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 47..67; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
