"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"77"	"P40126"	"SUBCELLULAR LOCATION: Melanosome membrane {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}; Single-pass type I membrane protein {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000250|UniProtKB:P29812}. Note=Proper trafficking to melanosome is regulated by SGSM2, ANKRD27, RAB9A, RAB32 and RAB38. {ECO:0000250|UniProtKB:P29812}."	NA	"TOPO_DOM 24..472; /note=Lumenal, melanosome; /evidence=ECO:0000255; TOPO_DOM 494..519; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 473..493; /note=Helical; /evidence=ECO:0000255"
"81"	"Q9NYJ7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 27..492; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 514..618; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 493..513; /note=Helical; /evidence=ECO:0000255"
"88"	"Q9NQ60"	"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, acrosome membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle, acrosome inner membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle, acrosome outer membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=In the anterior acrosome region, enriched on the inner acrosomal membrane but minimal on the outer acrosomal membrane; in contrast in the posterior acrosome region enriched on both the inner and outer acrosomal membranes. {ECO:0000250}."	NA	"TOPO_DOM 15..181; /note=Vesicular; /evidence=ECO:0000255; TOPO_DOM 203..294; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 182..202; /note=Helical; /evidence=ECO:0000255"
"90"	"P60508"	"SUBCELLULAR LOCATION: Virion {ECO:0000305}.; SUBCELLULAR LOCATION: [Surface protein]: Cell membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}. Note=The surface protein is not anchored to the membrane, but localizes to the extracellular surface through its binding to TM. {ECO:0000250|UniProtKB:Q9UQF0}.; SUBCELLULAR LOCATION: [Transmembrane protein]: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000255}."	NA	"TOPO_DOM 16..478; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 500..538; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 479..499; /note=Helical; /evidence=ECO:0000255"
"93"	"P0C2L3"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 6..26; /note=Helical; /evidence=ECO:0000255"
"95"	"Q5JX71"	"SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000250|UniProtKB:A2APA5}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 20..52; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 74..171; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 53..73; /note=Helical; /evidence=ECO:0000255"
"99"	"Q8TDW7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 33..4154; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 4176..4557; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 4155..4175; /note=Helical; /evidence=ECO:0000255"
"100"	"P24071"	"SUBCELLULAR LOCATION: [Isoform A.1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform A.2]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform A.3]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform B]: Secreted.; SUBCELLULAR LOCATION: [Isoform B-delta-S2]: Secreted."	NA	"TOPO_DOM 22..227; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 247..287; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 228..246; /note=Helical; /evidence=ECO:0000255"
"103"	"Q8N539"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..33; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 55..461; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 34..54; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"124"	"Q9HCN6"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane; Single-pass membrane protein."	NA	"TOPO_DOM 21..267; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 289..339; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 268..288; /note=Helical; /evidence=ECO:0000255"
"125"	"P14770"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 17..147; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 169..177; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 148..168; /note=Helical; /evidence=ECO:0000255"
"138"	"P02724"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11402026}; Single-pass type I membrane protein {ECO:0000269|PubMed:11402026}. Note=Appears to be colocalized with SLC4A1."	NA	"TOPO_DOM 20..91; /note=Extracellular; TOPO_DOM 115..150; /note=Cytoplasmic"	"TRANSMEM 92..114; /note=Helical"
"142"	"Q9Y6W8"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 21..140; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 162..199; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 141..161; /note=Helical; /evidence=ECO:0000255"
"146"	"A1L1A6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:31560140}; Single-pass membrane protein {ECO:0000255}."	NA	NA	"TRANSMEM 158..178; /note=Helical; /evidence=ECO:0000255"
"147"	"Q99665"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 24..622; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 644..862; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 623..643; /note=Helical; /evidence=ECO:0000255"
"148"	"Q9HBE5"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 20..232; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 254..538; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255"
"150"	"Q71H61"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:B5TVM2}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:B5TVM2}. Cell junction, tight junction {ECO:0000250|UniProtKB:B5TVM2}. Nucleus {ECO:0000250|UniProtKB:B5TVM2}."	NA	"TOPO_DOM 21..186; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 208..639; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 187..207; /note=Helical; /evidence=ECO:0000255"
"152"	"Q6PHW0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15289438}; Single-pass membrane protein {ECO:0000269|PubMed:15289438}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:15289438}."	NA	NA	"TRANSMEM 1..21; /note=Helical; /evidence=ECO:0000255"
"160"	"P23276"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein. Note=Spans the erythrocyte membrane, and is attached to the underlying cytoskeleton."	NA	"TOPO_DOM 1..47; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 68..732; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 48..67; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"165"	"P26717"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20952657, ECO:0000269|PubMed:21825173}; Single-pass type II membrane protein {ECO:0000255}."	NA	"TOPO_DOM 1..70; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 94..231; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 71..93; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"168"	"Q8IWV1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12359715}; Single-pass type III membrane protein {ECO:0000269|PubMed:12359715}."	NA	"TOPO_DOM 1..37; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 59..398; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 38..58; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"169"	"Q6UWM7"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}."	NA	"TOPO_DOM 23..541; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 563..567; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 542..562; /note=Helical; /evidence=ECO:0000255"
"176"	"Q9ULH4"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein. Synapse. Postsynaptic cell membrane {ECO:0000250}."	NA	"TOPO_DOM 21..534; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 556..789; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 535..555; /note=Helical; /evidence=ECO:0000255"
"177"	"Q2I0M4"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cytoplasm, cytoskeleton. Note=Localizes to the cytoplasm when expressed at high levels. {ECO:0000269|PubMed:15164053}."	NA	"TOPO_DOM 27..261; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 283..334; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 262..282; /note=Helical; /evidence=ECO:0000255"
"182"	"Q8N112"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 97..117; /note=Helical; /evidence=ECO:0000255"
"186"	"Q96KG7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:27170117}; Single-pass type I membrane protein. Cell projection, phagocytic cup {ECO:0000269|PubMed:17205124}. Note=Enriched at the sites of contact with apoptotic thymocyte cells (PubMed:17205124). Forms an irregular, mosaic-like adhesion pattern in region of the cell surface that becomes firmely fixed to the substrate. Expressed at the cell surface in clusters around cell corpses during engulfment. During the engulfment of apoptotic thymocytes, recruited at the bottom of the forming phagocytic cup (PubMed:17498693). Colocalizes with ABCA1 in absence of any phagocytic challenge (PubMed:17205124). Does not localize within lamellipodia (PubMed:17498693). Does not localize with MEGF11 (PubMed:17498693). {ECO:0000269|PubMed:17205124, ECO:0000269|PubMed:17498693}."	NA	"TOPO_DOM 26..857; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 879..1140; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 858..878; /note=Helical; /evidence=ECO:0000255"
"188"	"Q9UBM8"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..23; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 45..478; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 24..44; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"190"	"O95866"	"SUBCELLULAR LOCATION: [Isoform E]: Endoplasmic reticulum {ECO:0000269|PubMed:11544253}. Golgi apparatus {ECO:0000269|PubMed:11544253}.; SUBCELLULAR LOCATION: [Isoform D]: Endoplasmic reticulum {ECO:0000269|PubMed:11544253}. Golgi apparatus {ECO:0000269|PubMed:11544253}.; SUBCELLULAR LOCATION: [Isoform B]: Cell membrane {ECO:0000269|PubMed:11544253}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform A]: Cell membrane {ECO:0000269|PubMed:11544253}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 18..142; /note=Extracellular; /evidence=ECO:0000255, ECO:0000303|PubMed:11544253; TOPO_DOM 164..241; /note=Cytoplasmic; /evidence=ECO:0000255, ECO:0000303|PubMed:11544253"	"TRANSMEM 143..163; /note=Helical; /evidence=ECO:0000255"
"191"	"P40238"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25538044}; Single-pass type I membrane protein. Golgi apparatus {ECO:0000269|PubMed:25538044}. Cell surface {ECO:0000269|PubMed:25538044}."	NA	"TOPO_DOM 26..491; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 514..635; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 492..513; /note=Helical; /evidence=ECO:0000255"
"194"	"Q02505"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane; Single-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000303|PubMed:10512748}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000303|PubMed:10512748}.; SUBCELLULAR LOCATION: [Isoform 4]: Secreted {ECO:0000303|PubMed:10512748}.; SUBCELLULAR LOCATION: [Isoform 5]: Secreted."	NA	NA	"TRANSMEM 3227..3247; /note=Helical; /evidence=ECO:0000255"
"212"	"Q9Y5I3"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 30..697; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 719..950; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 698..718; /note=Helical; /evidence=ECO:0000255"
"213"	"Q9Y5I1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..696; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 718..949; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 697..717; /note=Helical; /evidence=ECO:0000255"
"214"	"Q9UN75"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..697; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 719..941; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 698..718; /note=Helical; /evidence=ECO:0000255"
"215"	"Q9UN74"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O88689}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:O88689}. Note=Detected in dendrites and synapses. {ECO:0000250|UniProtKB:O88689}."	NA	"TOPO_DOM 30..697; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:O88689; TOPO_DOM 719..947; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:O88689"	"TRANSMEM 698..718; /note=Helical; /evidence=ECO:0000255"
"216"	"Q9Y5F2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 27..690; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 712..797; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 691..711; /note=Helical; /evidence=ECO:0000255"
"217"	"Q9Y5H4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"218"	"Q9Y5H2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..693; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 715..935; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 694..714; /note=Helical; /evidence=ECO:0000255"
"219"	"Q9Y5G3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..687; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 709..927; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 688..708; /note=Helical; /evidence=ECO:0000255"
"220"	"Q9Y5G1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..691; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 713..929; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 692..712; /note=Helical; /evidence=ECO:0000255"
"221"	"Q9Y5F7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..938; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"222"	"Q9Y5F6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..693; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 715..944; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 694..714; /note=Helical; /evidence=ECO:0000255"
"237"	"Q9BQI7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q6P1I6}; Single-pass membrane protein {ECO:0000305}. Cell projection, ruffle membrane {ECO:0000250|UniProtKB:Q6P1I6}. Cleavage furrow {ECO:0000250|UniProtKB:Q6P1I6}. Note=In interphase associated with the plasma membrane, in particular with membrane ruffling regions. In cells undergoing cytokinesis, transiently found around the ingressing cleavage furrow. Not detected at the midbody ring/Flemming body. {ECO:0000250|UniProtKB:Q6P1I6}."	NA	NA	"TRANSMEM 622..639; /note=Helical; /evidence=ECO:0000255"
"239"	"Q15256"	"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:25326458}.; SUBCELLULAR LOCATION: [Isoform Alpha]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform Delta]: Cytoplasm, perinuclear region. Note=Locates to the perinuclear areas within the cytoplasm.; SUBCELLULAR LOCATION: [Isoform Gamma]: Cytoplasm, perinuclear region. Note=Locates to the perinuclear areas within the cytoplasm."	NA	"TOPO_DOM 22..227; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 249..657; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 228..248; /note=Helical; /evidence=ECO:0000255"
"249"	"Q6ZS82"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..210; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 232..235; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 211..231; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"281"	"A2RU48"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 155..175; /note=Helical; /evidence=ECO:0000255"
"288"	"O15466"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q6ZXC8}; Single-pass type II membrane protein {ECO:0000255}."	NA	"TOPO_DOM 1..17; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 39..376; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 18..38; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
